id,timestamp,event_type,author,content,payload_json
19231,2026-05-01T14:29:26.079735Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19232,2026-05-01T14:29:26.091742Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 5, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19233,2026-05-01T14:31:02.779197Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 4, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19234,2026-05-01T14:31:02.806821Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19235,2026-05-01T14:31:02.817016Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19236,2026-05-01T14:31:02.826279Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19237,2026-05-01T14:31:02.834600Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19238,2026-05-01T14:31:02.843721Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 2, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19239,2026-05-01T14:31:02.851862Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19243,2026-05-01T14:38:26.089143Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 4, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19244,2026-05-01T14:38:26.121756Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19245,2026-05-01T14:38:26.130043Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19246,2026-05-01T14:38:26.140446Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19247,2026-05-01T14:38:26.148792Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19248,2026-05-01T14:38:26.157018Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19249,2026-05-01T14:38:26.166791Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19250,2026-05-01T14:40:34.161701Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 0, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19251,2026-05-01T14:40:34.197510Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 0, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19252,2026-05-01T14:40:34.209550Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 12, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19253,2026-05-01T14:40:34.222279Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 12, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19254,2026-05-01T14:40:34.231504Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 2, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19255,2026-05-01T14:40:34.244704Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 3, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19256,2026-05-01T14:40:34.244704Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 0, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19282,2026-05-01T16:41:31.724679Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 6, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19283,2026-05-01T16:41:31.762401Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 5, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19284,2026-05-01T16:41:31.781042Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 9, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19285,2026-05-01T16:41:31.793607Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19286,2026-05-01T16:41:31.808170Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 8, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19287,2026-05-01T16:41:31.823092Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 7, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19288,2026-05-01T16:41:31.838215Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 7, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19289,2026-05-01T16:45:10.895309Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 6, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19290,2026-05-01T16:45:10.947167Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 8, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19291,2026-05-01T16:45:10.968808Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 9, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19292,2026-05-01T16:45:10.985906Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 7, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19293,2026-05-01T16:45:11.001951Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 8, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19294,2026-05-01T16:45:11.019141Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 7, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19295,2026-05-01T16:45:11.033510Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 6, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19296,2026-05-01T17:05:14.798370Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 [SHADOW] (not executed): thesis intact,"{""decision"": ""HOLD_TRADE"", ""reason"": ""thesis intact"", ""executed"": false, ""shadow"": true, ""latency_ms"": 5, ""trigger_type"": ""TM_HEARTBEAT"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19297,2026-05-01T17:05:14.832652Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999 [SHADOW] (not executed): thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": false, ""shadow"": true, ""latency_ms"": 8, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19298,2026-05-01T17:05:14.850342Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999 [SHADOW] (not executed): BE,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""BE"", ""executed"": false, ""shadow"": true, ""latency_ms"": 6, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19299,2026-05-01T17:05:14.878114Z,TM_CLOSE_TRADE,QWEN_TM,CLOSE_TRADE #999: thesis broken,"{""decision"": ""CLOSE_TRADE"", ""reason"": ""thesis broken"", ""executed"": true, ""shadow"": false, ""latency_ms"": 19, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19300,2026-05-01T17:05:14.896373Z,TM_ADJUST_TRADE,QWEN_TM,ADJUST_TRADE #999: tighten,"{""decision"": ""ADJUST_TRADE"", ""reason"": ""tighten"", ""executed"": true, ""shadow"": false, ""latency_ms"": 10, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": 4490.0, ""new_tp"": 4530.0, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19301,2026-05-01T17:05:14.906470Z,TM_NO_OP,QWEN_TM,NO_OP #999: fine,"{""decision"": ""NO_OP"", ""reason"": ""fine"", ""executed"": false, ""shadow"": false, ""latency_ms"": 4, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
19302,2026-05-01T17:05:14.925219Z,TM_HOLD_TRADE,QWEN_TM,HOLD_TRADE #999 (not executed): wait,"{""decision"": ""HOLD_TRADE"", ""reason"": ""wait"", ""executed"": false, ""shadow"": false, ""latency_ms"": 9, ""trigger_type"": ""TM_CHECK"", ""ticket"": 999, ""new_sl"": null, ""new_tp"": null, ""plan_id"": null, ""current_sl"": 4480.0, ""current_tp"": 4520.0, ""unrealised_pips"": null, ""unrealised_usd"": 5.0}"
